(938, 176)
(298, 395)
(455, 1030)
(1248, 61)
(598, 745)
(225, 532)
(1074, 336)
(857, 276)
(718, 1222)
(19, 571)
(537, 601)
(985, 1122)
(944, 664)
(634, 1235)
(534, 619)
(896, 877)
(384, 10)
(399, 380)
(702, 557)
(796, 800)
(1062, 728)
(1055, 458)
(1118, 854)
(419, 1089)
(402, 1195)
(814, 713)
(345, 371)
(176, 896)
(935, 567)
(19, 486)
(621, 451)
(1255, 558)
(119, 911)
(1083, 720)
(1141, 237)
(588, 105)
(1006, 646)
(1236, 383)
(473, 420)
(1166, 666)
(553, 30)
(231, 274)
(112, 904)
(183, 771)
(440, 405)
(871, 1189)
(185, 731)
(796, 192)
(47, 436)
(797, 41)
(398, 411)
(129, 476)
(676, 47)
(965, 1176)
(439, 1244)
(352, 505)
(797, 452)
(1010, 1181)
(220, 993)
(181, 399)
(1106, 432)
(771, 593)
(1063, 311)
(1158, 794)
(375, 705)
(844, 510)
(172, 197)
(14, 620)
(298, 810)
(969, 592)
(1087, 70)
(475, 1169)
(613, 282)
(1014, 580)
(1049, 956)
(592, 104)
(22, 278)
(332, 1056)
(378, 37)
(1267, 844)
(260, 464)
(132, 469)
(122, 197)
(671, 25)
(833, 592)
(847, 445)
(992, 545)
(921, 1087)
(607, 768)
(306, 864)
(1067, 53)
(888, 518)
(119, 435)
(91, 975)
(454, 1034)
(845, 1131)
(470, 757)
(1204, 689)
(766, 254)
(890, 815)
(217, 680)
(579, 389)
(372, 472)
(1176, 613)
(998, 433)
(446, 1027)
(156, 1026)
(624, 327)
(475, 1203)
(121, 995)
(1007, 733)
(540, 371)
(108, 1063)
(738, 302)
(812, 635)
(886, 574)
(242, 125)
(489, 1263)
(1174, 187)
(412, 1257)
(1116, 509)
(537, 1093)
(189, 1242)
(285, 629)
(420, 78)
(854, 271)
(980, 549)
(597, 815)
(816, 619)
(664, 21)
(106, 914)
(662, 1238)
(400, 1127)
(296, 214)
(617, 939)
(219, 1119)
(1058, 1083)
(1003, 1013)
(507, 873)
(1170, 774)
(313, 892)
(1030, 282)
(32, 150)
(57, 75)
(1093, 1183)
(215, 926)
(1049, 1158)
(383, 811)
(793, 990)
(1192, 631)
(986, 1178)
(820, 634)
(956, 1205)
(1070, 907)
(722, 165)
(1097, 168)
(973, 279)
(1165, 897)
(568, 861)
(79, 1262)
(815, 790)
(1025, 1028)
(74, 349)
(22, 597)
(127, 343)
(583, 822)
(824, 827)
(87, 641)
(234, 750)
(298, 703)
(1074, 369)
(850, 801)
(357, 682)
(109, 528)
(283, 204)
(979, 1150)
(677, 1117)
(230, 43)
(202, 499)
(207, 1219)
(237, 911)
(282, 235)
(237, 486)
(917, 879)
(361, 147)
(189, 250)
(637, 601)
(1193, 334)
(786, 541)
(491, 958)
(35, 328)
(880, 628)
(531, 191)
(996, 695)
(610, 597)
(1025, 491)
(384, 1052)
(1229, 1085)
(1046, 842)
(601, 113)
(238, 935)
(1223, 620)
(1227, 567)
(1254, 311)
(866, 289)
(524, 915)
(1189, 409)
(76, 1087)
(214, 253)
(816, 715)
(663, 1124)
(287, 1123)
(41, 176)
(1168, 330)
(529, 653)
(1111, 110)
(831, 381)
(840, 601)
(1101, 602)
(258, 436)
(472, 1205)
(35, 86)
(306, 1132)
(232, 458)
(466, 30)
(466, 1236)
(930, 175)
(891, 28)
(750, 241)
(1215, 170)
(495, 495)
(128, 691)
(940, 146)
(1038, 530)
(768, 489)
(517, 871)
(530, 1263)
(1229, 87)
(1130, 610)
(338, 1102)
(935, 839)
(74, 763)
(1111, 718)
(479, 710)
(671, 41)
(1058, 560)
(855, 260)
(680, 665)
(919, 10)
(273, 716)
(572, 593)
(391, 486)
(240, 342)
(541, 1015)
(1074, 991)
(1262, 625)
(964, 726)
(861, 531)
(807, 662)
(410, 566)
(165, 196)
(300, 29)
(1231, 1129)
(1076, 64)
(56, 297)
(854, 880)
(64, 1258)
(325, 650)
(598, 271)
(388, 535)
(329, 311)
(402, 542)
(163, 978)
(581, 468)
(708, 177)
(1140, 45)
(90, 628)
(1198, 1090)
(21, 118)
(394, 767)
(984, 533)
(798, 638)
(1033, 1170)
(1196, 730)
(877, 194)
(714, 431)
(1231, 1141)
(129, 733)
(231, 530)
(132, 706)
(214, 230)
(1055, 459)
(381, 1198)
(957, 72)
(160, 1253)
(542, 589)
(394, 878)
(524, 564)
(992, 998)
(886, 1075)
(116, 271)
(975, 845)
(805, 1160)
(837, 486)
(595, 1089)
(1259, 472)
(604, 563)
(230, 793)
(1128, 501)
(788, 1197)
(1116, 685)
(730, 251)
(264, 857)
(453, 1246)
(1045, 1118)
(459, 1244)
(1251, 1119)
(796, 927)
(1010, 1169)
(902, 1173)
(1169, 1162)
(966, 65)
(13, 939)
(257, 1260)
(878, 880)
(40, 556)
(1057, 310)
(829, 799)
(499, 428)
(240, 523)
(741, 225)
(502, 1225)
(1057, 116)
(1190, 707)
(162, 275)
(1002, 1076)
(690, 957)
(1080, 644)
(989, 765)
(647, 916)
(1163, 460)
(373, 17)
(320, 776)
(496, 583)
(731, 713)
(64, 419)
(1167, 60)
(49, 733)
(400, 439)
(438, 582)
(375, 689)
(853, 749)
(604, 856)
(958, 143)
(124, 662)
(818, 140)
(988, 87)
(419, 65)
(792, 453)
(1025, 1123)
(215, 687)
(63, 50)
(398, 829)
(748, 1254)
(144, 392)
(791, 626)
(691, 1236)
(1022, 304)
(868, 908)
(228, 1267)
(491, 99)
(208, 724)
(71, 78)
(860, 579)
(67, 420)
(258, 1237)
(1067, 92)
(330, 837)
(873, 1040)
(968, 648)
(13, 1198)
(344, 730)
(670, 160)
(559, 355)
(418, 1248)
(3, 1034)
(834, 415)
(136, 967)
(1158, 980)
(473, 206)
(790, 693)
(998, 649)
(172, 752)
(1239, 696)
(426, 515)
(946, 685)
(856, 342)
(882, 1154)
(611, 126)
(406, 1205)
(818, 604)
(488, 324)
(1116, 253)
(815, 802)
(791, 241)
(1226, 459)
(850, 713)
(956, 990)
(1206, 191)
(432, 1059)
(464, 896)
(101, 400)
(236, 1071)
(92, 764)
(202, 719)
(346, 394)
(313, 924)
(641, 696)
(475, 341)
(726, 531)
(661, 1193)
(390, 78)
(563, 947)
(668, 676)
(431, 1023)
(936, 1042)
(365, 973)
(185, 586)
(914, 883)
(291, 155)
(688, 99)
(877, 401)
(728, 438)
(164, 514)
(1234, 564)
(1019, 752)
(346, 546)
(864, 1175)
(753, 1069)
(1052, 1086)
(1044, 698)
(841, 533)
(797, 924)
(432, 95)
(1251, 1122)
(355, 527)
(56, 998)
(270, 1128)
(1161, 1057)
(1101, 628)
(614, 274)
(482, 112)
(421, 502)
(682, 393)
(1136, 921)
(670, 838)
(805, 867)
(940, 699)
(581, 743)
(971, 368)
(236, 745)
(444, 896)
(712, 720)
(1195, 543)
(980, 1069)
(1164, 886)
(1269, 1157)
(914, 172)
(812, 490)
(386, 17)
(691, 100)
(227, 494)
(1026, 325)
(82, 296)
(86, 766)
(1106, 404)
(937, 854)
(891, 1094)
(634, 384)
(913, 1089)
(711, 798)
(1057, 534)
(1234, 827)
(900, 1087)
(1256, 373)
(1117, 233)
(834, 146)
(752, 917)
(665, 164)
(1255, 1263)
(215, 290)
(300, 934)
(857, 1177)
(220, 743)
(533, 1035)
(227, 348)
(379, 326)
(132, 81)
(1141, 909)
(959, 999)
(1113, 464)
(976, 422)
(549, 581)
(676, 307)
(837, 1004)
(908, 943)
(735, 1210)
(95, 575)
(400, 1207)
(1003, 923)
(725, 957)
(475, 434)
(56, 1041)
(27, 1008)
(656, 1207)
(72, 1036)
(1063, 851)
(108, 356)
(756, 491)
(35, 1188)
(380, 303)
(30, 250)
(1129, 524)
(185, 321)
(563, 829)
(420, 667)
(1054, 643)
(488, 111)
(426, 371)
(442, 107)
(515, 792)
(257, 56)
(438, 925)
(307, 345)
(1089, 747)
(453, 642)
(411, 752)
(1184, 34)
(967, 737)
(1068, 1223)
(1062, 568)
(1229, 639)
(853, 1262)
(1243, 634)
(480, 1145)
(1171, 1031)
(984, 184)
(467, 933)
(750, 553)
(1253, 261)
(270, 1188)
(1047, 819)
(111, 922)
(945, 1237)
(173, 920)
(856, 170)
(365, 467)
(584, 565)
(918, 100)
(366, 396)
(281, 584)
(19, 288)
(845, 801)
(980, 72)
(383, 208)
(1195, 633)
(543, 1059)
(333, 93)
(159, 507)
(559, 616)
(934, 882)
(1010, 595)
(594, 645)
(460, 1099)
(387, 1021)
(1087, 1232)
(681, 128)
(564, 1187)
(686, 981)
(694, 1219)
(198, 595)
(1136, 1150)
(1094, 413)
(548, 317)
(36, 1011)
(848, 869)
(165, 865)
(374, 73)
(692, 221)
(662, 1058)
(463, 273)
(594, 838)
(1110, 495)
(659, 530)
(319, 979)
(669, 866)
(1006, 64)
(852, 799)
(447, 34)
(1074, 1171)
(340, 1196)
(158, 1255)
(68, 1170)
(220, 418)
(437, 755)
(989, 307)
(325, 142)
(410, 992)
(587, 300)
(298, 1078)
(1097, 19)
(1014, 467)
(165, 478)
(774, 984)
(669, 1178)
(865, 481)
(469, 490)
(438, 1002)
(1017, 409)
(154, 210)
(849, 144)
(90, 506)
(137, 373)
(1238, 261)
(997, 538)
(870, 1266)
(1015, 549)
(919, 40)
(112, 475)
(873, 894)
(116, 306)
(49, 932)
(36, 862)
(455, 749)
(1102, 602)
(344, 796)
(207, 1217)
(301, 619)
(1144, 51)
(974, 1215)
(472, 190)
(282, 899)
(1143, 150)
(538, 1161)
(573, 382)
(1141, 303)
(604, 9)
(604, 175)
(695, 836)
(1010, 625)
(432, 376)
(268, 248)
(281, 625)
(587, 665)
(45, 80)
(856, 873)
(1247, 337)
(113, 100)
(1237, 611)
(1149, 393)
(1, 628)
(749, 839)
(16, 979)
(525, 410)
(359, 385)
(343, 369)
(288, 326)
(413, 1066)
(828, 445)
(1267, 802)
(729, 599)
(981, 437)
(99, 520)
(18, 1049)
(1256, 162)
(549, 50)
(516, 667)
(477, 425)
(297, 1137)
(380, 743)
(338, 543)
(263, 1202)
(799, 188)
(843, 177)
(658, 299)
(1157, 326)
(933, 1243)
(850, 89)
(309, 348)
(883, 1090)
(1109, 747)
(80, 526)
(1036, 775)
(89, 1097)
(1241, 911)
(236, 490)
(45, 1251)
(9, 4)
(1074, 940)
(631, 211)
(322, 566)
(169, 348)
(372, 1054)
(1035, 571)
(828, 559)
(708, 355)
(467, 361)
(473, 823)
(765, 900)
(906, 1070)
(1096, 853)
(921, 392)
(958, 144)
(974, 1036)
(81, 1143)
(747, 44)
(609, 1202)
(873, 1125)
(459, 305)
(535, 339)
(902, 251)
(400, 758)
(977, 767)
(447, 92)
(102, 905)
(525, 714)
(1193, 337)
(559, 1056)
(707, 268)
(71, 197)
(76, 267)
(924, 551)
(395, 876)
(480, 482)
(396, 859)
(438, 358)
(879, 569)
(1231, 668)
(497, 448)
(456, 450)
(359, 541)
(711, 35)
(141, 525)
(199, 558)
(669, 203)
(61, 1208)
(693, 370)
(898, 433)
(1142, 199)
(701, 1113)
(1165, 426)
(605, 578)
(307, 133)
(904, 518)
(665, 1031)
(682, 460)
(1228, 869)
(602, 432)
(176, 634)
(699, 224)
(488, 512)
(195, 654)
(303, 262)
(149, 1139)
(1267, 1134)
(638, 675)
(147, 1002)
(491, 583)
(452, 239)
(868, 1121)
(361, 117)
(1146, 426)
(512, 514)
(451, 96)
(256, 820)
(563, 441)
(1178, 1193)
(789, 700)
(488, 1182)
(770, 716)
(327, 607)
(671, 1042)
(154, 245)
(792, 855)
(568, 697)
(818, 107)
(44, 214)
(572, 671)
(267, 845)
(3, 176)
(318, 358)
(899, 1247)
(817, 537)
(481, 977)
(1021, 56)
(268, 420)
(986, 14)
(201, 325)
(398, 715)
(226, 516)
(394, 1213)
(712, 892)
(65, 649)
(1051, 595)
(592, 351)
(684, 1134)
(962, 336)
(551, 638)
(1182, 583)
(709, 275)
(1204, 184)
(755, 741)
(861, 48)
(998, 557)
(1110, 653)
(660, 1036)
(1255, 146)
(793, 64)
(213, 98)
(314, 1251)
(378, 1192)
(893, 297)
(96, 1027)
(1162, 427)
(618, 168)
(832, 882)
(710, 1139)
(605, 924)
(324, 934)
(1164, 1173)
(768, 1142)
(532, 198)
(94, 47)
(531, 723)
(748, 47)
(866, 782)
(110, 1158)
(224, 180)
(341, 893)
(1035, 354)
(398, 667)
(672, 384)
(337, 1018)
(400, 376)
(243, 1132)
(661, 173)
(1171, 320)
(1269, 1239)
(752, 495)
(558, 244)
(920, 1156)
(1161, 1049)
(335, 483)
(650, 925)
(254, 214)
(335, 1100)
(1191, 1217)
(1139, 208)
(672, 128)
(673, 389)
(567, 206)
(31, 973)
(637, 314)
(725, 1264)
(1199, 234)
(561, 1083)
(169, 703)
(653, 689)
(747, 864)
(247, 960)
(447, 339)
(863, 871)
(204, 325)
(31, 854)
(384, 885)
(1119, 915)
(334, 54)
(117, 1073)
(809, 676)
(1244, 1106)
(325, 194)
(864, 753)
(367, 91)
(506, 821)
(550, 1222)
(789, 23)
(307, 261)
(539, 961)
(427, 552)
(447, 1088)
(987, 1066)
(599, 817)
(998, 1232)
(222, 251)
(1049, 585)
(488, 1045)
(31, 197)
(433, 54)
(636, 1218)
(1260, 498)
(828, 1143)
(164, 862)
(758, 8)
(533, 682)
(1161, 400)
(339, 808)
(565, 97)
(1242, 353)
(488, 905)
(1222, 234)
(358, 908)
(871, 769)
(491, 946)
(250, 1167)
(204, 339)
(826, 647)
(767, 1128)
(1075, 444)
(448, 699)
(277, 1244)
(863, 710)
(100, 427)
(405, 343)
(52, 7)
(555, 1005)
(1035, 477)
(709, 634)
(1190, 748)
(324, 325)
(999, 150)
(325, 194)
(1247, 142)
(32, 101)
(695, 1240)
(24, 1000)
(339, 264)
(145, 498)
(1217, 824)
(269, 1238)
(724, 658)
(1126, 44)
(1090, 159)
(958, 936)
(264, 239)
(822, 1219)
(961, 440)
(1199, 566)
(263, 745)
(176, 1080)
(905, 624)
(1106, 134)
(762, 1181)
(921, 642)
(518, 409)
(631, 464)
(644, 375)
(1025, 213)
(18, 378)
(723, 414)
(578, 950)
(542, 294)
(360, 650)
(261, 276)
(55, 79)
(1097, 156)
(131, 288)
(595, 1239)
(403, 590)
(833, 30)
(23, 883)
(169, 541)
(1062, 1014)
(29, 52)
(1174, 719)
(347, 1059)
(427, 463)
(1087, 518)
(893, 892)
(84, 1134)
(919, 155)
(912, 567)
(226, 1229)
(317, 412)
(1051, 398)
(174, 137)
(1139, 802)
(261, 503)
(982, 1090)
(711, 281)
(109, 644)
(1073, 680)
(885, 1136)
(852, 486)
(364, 957)
(578, 623)
(1042, 474)
(1013, 1215)
(370, 832)
(812, 686)
(1259, 853)
(17, 1245)
(165, 222)
(1135, 96)
(547, 1160)
(381, 459)
(1223, 770)
(724, 81)
(1156, 251)
(1030, 656)
(1123, 53)
(419, 1158)
(122, 216)
(884, 8)
(388, 643)
(80, 895)
(87, 769)
(398, 220)
(765, 298)
(655, 607)
(174, 250)
(801, 336)
(147, 691)
(721, 827)
(820, 745)
(846, 1242)
(454, 86)
(971, 710)
(12, 731)
(439, 678)
(495, 886)
(790, 783)
(304, 502)
(801, 1077)
(684, 738)
(866, 1175)
(554, 1218)
(403, 771)
(1250, 1100)
(40, 236)
(980, 987)
(101, 282)
(422, 1147)
(490, 110)
(226, 779)
(489, 1156)
(386, 1120)
(612, 980)
(1036, 703)
(1239, 1058)
(1005, 1092)
(744, 464)
(873, 365)
(655, 420)
(1177, 943)
(400, 264)
(1188, 692)
(628, 605)
(616, 1015)
(246, 1269)
(310, 1067)
(837, 609)
(712, 97)
(377, 714)
(769, 238)
(37, 639)
(133, 643)
(847, 128)
(421, 384)
(828, 956)
(439, 7)
(920, 562)
(801, 927)
(1081, 790)
(295, 609)
(658, 170)
(1132, 961)
(1023, 152)
(1267, 127)
(1261, 204)
(1084, 1045)
(146, 202)
